"Year","Age","ASFR","OpenInterval"
1942,46,0.00709,FALSE
1942,47,0.0054,FALSE
1942,48,0.00441,FALSE
1942,49,0.00353,FALSE
1942,50,0.00312,FALSE
1942,51,0.00145,FALSE
1942,52,0.00034,FALSE
1942,53,6e-05,FALSE
1942,54,1e-05,FALSE
1942,55,0,TRUE
1943,12,0,TRUE
1943,13,1e-05,FALSE
1943,14,8e-05,FALSE
1943,15,0.00041,FALSE
1943,16,0.00176,FALSE
1943,17,0.00582,FALSE
1943,18,0.01478,FALSE
1943,19,0.02882,FALSE
1943,20,0.04752,FALSE
1943,21,0.07087,FALSE
1943,22,0.09566,FALSE
1943,23,0.12002,FALSE
